name,salary_from,salary_to,salary_currency,area_name,published_at
Специалист по внедрению систем электронного документооборота,20000.0,24000.0,RUR,Ярославль,2011-04-04T15:19:22+0400
Системный администратор,37000.0,37000.0,RUR,Москва,2011-05-03T11:01:37+0400
Инженер-разработчик,30000.0,40000.0,RUR,Москва,2011-04-04T15:21:56+0400
Программист Perl,75000.0,75000.0,RUR,Москва,2011-04-04T15:25:30+0400
Специалист по тендерам,15000.0,40000.0,RUR,Казань,2011-04-04T15:32:47+0400
Помощник менеджера по продажам,20000.0,30000.0,RUR,Санкт-Петербург,2011-04-04T15:37:27+0400
Специалист вычислительного центра,22000.0,25000.0,RUR,Ярославль,2011-04-04T15:37:36+0400
Разработчик Linux,60000.0,100000.0,RUR,Москва,2011-04-14T10:42:53+0400
HTML-верстальщик,30000.0,35000.0,RUR,Москва,2011-04-04T15:39:50+0400
Cпециалист по сопровождению ЦФТ-Банк,60000.0,100000.0,RUR,Москва,2011-04-04T15:43:23+0400
Руководитель проектов,30000.0,100000.0,RUR,Нижний Новгород,2011-04-07T16:08:56+0400
Junior Android developer,15000.0,35000.0,RUR,Санкт-Петербург,2011-04-04T15:49:00+0400
Инженер (отдел главного энергетика),30000.0,35000.0,RUR,Екатеринбург,2011-04-12T08:18:17+0400
Аудитор,15000.0,20000.0,RUR,Москва,2011-04-04T16:01:47+0400
Схемотехник,50000.0,80000.0,RUR,Москва,2011-04-04T16:05:51+0400
Web-программист,30000.0,50000.0,RUR,Москва,2011-04-04T16:08:43+0400
Руководитель отдела продаж,50000.0,80000.0,RUR,Санкт-Петербург,2011-04-04T16:16:20+0400
Ведущий системный администратор,65000.0,70000.0,RUR,Москва,2011-05-24T13:32:03+0400
Главный специалист Отдела расчетов объемов отклонений и мощности,54000.0,62000.0,RUR,Москва,2011-04-04T16:32:38+0400
"Дизайнер витрин, баннеров и рассылок",30000.0,60000.0,RUR,Санкт-Петербург,2011-04-04T16:33:43+0400
Специалист SAP - модуль IM-PS,60000.0,60000.0,RUR,Нижний Новгород,2011-07-28T08:46:48+0400
Режиссер студии,25000.0,30000.0,RUR,Москва,2011-04-04T16:37:42+0400
Java -программист,60000.0,75000.0,RUR,Москва,2011-04-04T16:37:45+0400
Программист Python,60000.0,100001.0,RUR,Москва,2011-04-08T13:15:44+0400
IT-директор / Руководитель проектов,120000.0,150000.0,RUR,Москва,2011-04-04T16:41:25+0400
Руководитель группы в контактном центре,30000.0,30000.0,RUR,Челябинск,2011-04-04T16:44:44+0400
Ведущий менеджер по продажам и развитию бизнеса / Руководитель отдела продаж,40000.0,90000.0,RUR,Москва,2011-04-04T16:45:02+0400
Project manager,80000.0,80000.0,RUR,Санкт-Петербург,2011-05-03T20:06:55+0400
Менеджер по продажам услуг (ИТ-аутсорсинг),50000.0,80000.0,RUR,Москва,2011-04-11T16:10:03+0400
Специалист по тестированию,30000.0,40000.0,RUR,Москва,2011-04-18T11:32:14+0400
Менеджер по продажам банковского оборудования,50000.0,200000.0,RUR,Москва,2011-04-04T17:11:28+0400
Старший системный администратор/архитектор системы,50000.0,80000.0,RUR,Москва,2011-05-30T16:51:19+0400
Менеджер по работе с корпоративными клиентами,18000.0,20000.0,RUR,Ульяновск,2011-04-04T17:16:46+0400
Системный инженер,18700.0,26000.0,RUR,Воронеж,2011-04-04T17:33:30+0400
Тестировщик,30000.0,50000.0,RUR,Москва,2011-04-04T17:34:20+0400
Специалист по информационным технологиям,8000.0,8000.0,RUR,Чебоксары,2011-04-04T17:34:56+0400
Менеджер по продажам IT проектов,50000.0,120000.0,RUR,Санкт-Петербург,2011-04-04T17:38:29+0400
Аналитик SM,50000.0,60000.0,RUR,Москва,2011-04-04T17:39:59+0400
Программист Delphi,50000.0,60000.0,RUR,Уральский округ,2011-04-04T17:41:00+0400
Инженер IT,50000.0,50000.0,RUR,Москва,2011-04-04T17:42:43+0400
Веб-разработчик (SEO),50000.0,60000.0,RUR,Беларусь,2011-04-04T17:44:04+0400
Системный администратор,27000.0,28000.0,RUR,Москва,2011-05-03T10:01:18+0400
Разработчик (PHP+MySQL),60000.0,90000.0,RUR,Москва,2011-04-04T17:55:43+0400
Программист Delphi,50000.0,60000.0,RUR,Украина,2011-04-14T10:06:16+0400
Консультант BW,150000.0,200000.0,RUR,Москва,2011-04-04T18:01:43+0400
Программист 1С,80000.0,100000.0,RUR,Москва,2011-04-04T18:06:22+0400
Контент-менеджер (вебмастер),18000.0,24000.0,RUR,Санкт-Петербург,2011-04-04T18:11:26+0400
IT-специалист,18000.0,25000.0,RUR,Москва,2011-04-08T19:16:28+0400
Java программист,50000.0,100000.0,RUR,Москва,2011-04-04T18:20:02+0400
Flash-программист,50000.0,100000.0,RUR,Москва,2011-04-04T18:23:10+0400
National Key Account Manager,150000.0,220000.0,RUR,Москва,2011-04-04T18:30:10+0400
Специалист по поддержке дистанционного банковского оборудования,35000.0,40000.0,RUR,Санкт-Петербург,2011-04-04T18:34:20+0400
Frontend developer,35000.0,40000.0,RUR,Москва,2011-04-14T10:01:27+0400
Системный администратор / Web-программист,50000.0,60000.0,RUR,Москва,2011-04-04T18:45:04+0400
Web-программист,20000.0,35000.0,RUR,Санкт-Петербург,2011-04-08T10:26:19+0400
Системный администратор Linux / Unix (мониторинг),30000.0,50000.0,RUR,Московская область - Север,2011-04-25T10:40:22+0400
Web-разработчик,35000.0,45000.0,RUR,Санкт-Петербург,2011-04-04T18:58:00+0400
Менеджер интернет-проекта о путешествиях и туризме,80000.0,120000.0,RUR,Москва,2011-05-03T14:01:37+0400
Заместитель директора по маркетингу,60000.0,100000.0,RUR,Санкт-Петербург,2011-04-04T20:39:43+0400
Менеджер по работе с клиентами,25000.0,40000.0,RUR,Москва,2011-05-05T18:00:09+0400
Аналитик-программист (С#.NET/Mono),80000.0,110000.0,RUR,Москва,2011-04-04T21:42:24+0400
Веб-дизайнер,22000.0,35000.0,RUR,Ярославль,2011-06-04T17:42:09+0400
Senior perl developer,80000.0,120000.0,RUR,Центральный округ,2011-04-05T03:00:35+0400
Тестировщик,15000.0,25000.0,RUR,Новосибирск,2011-04-05T06:24:45+0400
Веб-дизайнер,15000.0,25000.0,RUR,Красноярск,2011-04-05T06:48:08+0400
Разработчик с#,15000.0,50000.0,RUR,Пермь,2011-04-05T07:07:36+0400
Разработчик java,15000.0,50000.0,RUR,Пермь,2011-04-05T07:09:41+0400
Менеджер по работе с корпоративными клиентами,25000.0,35000.0,RUR,Екатеринбург,2011-04-25T07:17:29+0400
Администратор баз данных,25000.0,30000.0,RUR,Уфа,2011-04-05T08:06:56+0400
Начальник отдела технической поддержки,70000.0,130000.0,RUR,Москва,2011-04-18T10:06:52+0400
Инженер-проектировщик ВОЛС,80000.0,120000.0,RUR,Москва,2011-04-05T09:24:52+0400
Специалист по техническому обслуживанию терминалов экспресс-оплаты,39000.0,45000.0,RUR,Москва,2011-04-05T09:31:04+0400
Ведущий консультант Microsoft Dynamics NAV (Navision) блок Логистика,80000.0,120000.0,RUR,Москва,2011-06-14T12:12:13+0400
Ведущий консультант Microsoft Dynamics NAV (Navision) блок Финансы,80000.0,120000.0,RUR,Москва,2011-06-14T12:12:17+0400
Системный администратор,35000.0,45000.0,RUR,Москва,2011-04-05T09:52:38+0400
Инженер сервисного центра,35000.0,45000.0,RUR,Москва,2011-04-12T11:43:29+0400
Тестировщик программного обеспечения,45000.0,70000.0,RUR,Москва,2011-04-05T10:11:43+0400
Программист C#,60000.0,70000.0,RUR,Москва,2011-04-05T10:13:37+0400
HTML-верстальщик,50000.0,65000.0,RUR,Санкт-Петербург,2011-04-05T10:14:54+0400
Менеджер по продажам мультимедиа решений (оборудование + контент),45000.0,90000.0,RUR,Санкт-Петербург,2011-04-05T10:17:27+0400
Научный сотрудник специализированной образовательной лаборатории,20000.0,30000.0,RUR,Санкт-Петербург,2011-04-05T10:25:59+0400
Менеджер по продажам,50000.0,80000.0,RUR,Москва,2011-05-16T09:37:58+0400
Web-разработчик,25000.0,35000.0,RUR,Евпатория,2011-04-05T11:01:22+0400
Тестировщик,30000.0,35000.0,RUR,Санкт-Петербург,2011-04-05T11:00:09+0400
Программист 1С 7.7,50000.0,60000.0,RUR,Москва,2011-04-05T11:02:50+0400
Web-разработчик,25000.0,35000.0,RUR,Санкт-Петербург,2011-04-05T11:08:33+0400
Системный администратор,45000.0,54000.0,RUR,Москва,2011-04-05T11:12:13+0400
Системный администратор,17400.0,17400.0,RUR,Уфа,2011-04-14T17:07:17+0400
Менеджер по продажам,9000.0,30000.0,RUR,Смоленск,2011-05-05T14:15:34+0400
Аналитик отдела внедрения и сопровождения,40000.0,40000.0,RUR,Москва,2011-05-10T08:54:00+0400
Менеджер по продажам,15000.0,25000.0,RUR,Тула,2011-05-27T12:03:29+0400
Инженер,12000.0,30000.0,RUR,Смоленск,2011-05-05T14:15:43+0400
Инженер-программист,30000.0,50000.0,RUR,Санкт-Петербург,2011-04-05T11:23:06+0400
Инженер-менеджер,20000.0,50000.0,RUR,Санкт-Петербург,2011-04-05T11:23:39+0400
Специалист по автоматизированному тестированию,50000.0,80000.0,RUR,Москва,2011-04-05T11:23:41+0400
Тестировщик,25000.0,40000.0,RUR,Санкт-Петербург,2011-04-05T11:29:13+0400
Менеджер по продажам копировальной техники,20000.0,60000.0,RUR,Москва,2011-04-05T11:36:55+0400
Оператор ПК,10000.0,10000.0,RUR,Ростов-на-Дону,2011-05-03T12:08:49+0400
Специалист направления 1С 8,40000.0,45000.0,RUR,Санкт-Петербург,2011-04-05T11:38:47+0400
Программист 1С,25000.0,25000.0,RUR,Казань,2011-04-05T11:39:15+0400
Ведущий программист,60000.0,80000.0,RUR,Уфа,2011-04-05T11:46:41+0400
Старший администратор UNIX,67000.0,67000.0,RUR,Москва,2011-06-16T11:13:36+0400
Консультант (компьютерные игры),20000.0,25000.0,RUR,Москва,2011-04-05T11:54:17+0400
Специалист группы тестирования и внедрения КИС,40000.0,60000.0,RUR,Москва,2011-05-24T11:45:48+0400
Менеджер проекта по развитию КИС,80000.0,120000.0,RUR,Московская область,2011-04-14T13:11:07+0400
Project manager,35000.0,70000.0,RUR,Новосибирск,2011-04-20T13:49:27+0400
Администратор базы данных в 1С торговля/склад (помощник руководителя),30000.0,35000.0,RUR,Москва,2011-04-12T18:22:20+0400
Тестировщик ПО,25000.0,40000.0,RUR,Санкт-Петербург,2011-04-05T12:11:17+0400
Java-разработчик,40000.0,100000.0,RUR,Москва,2011-04-11T10:18:26+0400
Контент-менеджер,25000.0,30000.0,RUR,Москва,2011-04-05T12:13:56+0400
Руководитель проекта,100000.0,150000.0,RUR,Москва,2011-04-05T12:14:45+0400
Сервис менеджер,70000.0,120000.0,RUR,Москва,2011-04-05T12:17:09+0400
Программист,50000.0,65000.0,RUR,Санкт-Петербург,2011-04-05T12:18:19+0400
Web-программист,80000.0,100000.0,RUR,Москва,2011-04-13T12:41:25+0400
Администратор сайтов,20000.0,80000.0,RUR,Москва,2011-04-18T13:08:44+0400
Администратор интернет-магазина,25000.0,40000.0,RUR,Москва,2011-04-18T10:46:22+0400
Руководитель проектов внедрения,50000.0,70000.0,RUR,Москва,2011-04-05T12:31:21+0400
Программист 1С,25000.0,30000.0,RUR,Саратов,2011-04-11T15:20:25+0400
Разработчик ПО,50000.0,90000.0,RUR,Москва,2011-04-05T12:38:21+0400
Программист Java,30000.0,50000.0,RUR,Томская область,2011-05-04T09:57:35+0400
Разработчик Банковского ПО,40000.0,90000.0,RUR,Москва,2011-04-11T10:19:00+0400
Системный администратор linux,60000.0,80000.0,RUR,Москва,2011-04-05T12:53:09+0400
Deployment разработчик,60000.0,100000.0,RUR,Москва,2011-04-05T12:58:00+0400
Специалист технической поддержки,30000.0,44000.0,RUR,Москва,2011-04-22T16:30:46+0400
PHP программист,20000.0,35000.0,RUR,Оренбург,2011-04-05T13:06:27+0400
Контент-менеджер,18000.0,22000.0,RUR,Москва,2011-04-05T13:41:41+0400
Программный архитектор,60000.0,100000.0,RUR,Москва,2011-04-22T18:17:11+0400
Программист базы данных,50000.0,80000.0,RUR,Москва,2011-04-22T18:17:11+0400
Менеджер переводческих проектов,40000.0,80000.0,RUR,Москва,2011-04-05T13:52:48+0400
Менеджер по продажам CRM проектов (без поиска клиентов),25000.0,65000.0,RUR,Москва,2011-04-15T11:52:57+0400
Ассистент отдела технического сопровождения,22000.0,27000.0,RUR,Москва,2011-05-23T13:07:17+0400
Менеджер по продажам,15000.0,25000.0,RUR,Казань,2011-04-06T14:10:44+0400
Javascript/html5 разработчик,35000.0,55000.0,RUR,Москва,2011-04-25T11:49:59+0400
Программист 1C-Битрикс,40000.0,60000.0,RUR,Москва,2011-04-21T23:45:30+0400
Специалист по работе с реляционными базами данных,70000.0,130000.0,RUR,Москва,2011-04-05T14:09:50+0400
Специалист по тестированию ПО,25000.0,30000.0,RUR,Нижний Новгород,2011-04-05T14:13:48+0400
Account manager (digital/new media/social media),50000.0,80000.0,RUR,Москва,2011-04-22T18:17:10+0400
Специалист по поддержке пользователей ПО,20000.0,25000.0,RUR,Нижний Новгород,2011-04-05T14:17:19+0400
Специалист по настройке ПО и ремонту ПК,15000.0,35000.0,RUR,Челябинск,2011-04-05T14:25:47+0400
Java разработчик,50000.0,70000.0,RUR,Москва,2011-04-05T14:29:01+0400
Ведущий менеджер по работе с ключевыми корпоративными клиентами,50000.0,70000.0,RUR,Москва,2011-04-05T14:30:47+0400
"SEO-специалист, оптимизатор",25000.0,35000.0,RUR,Санкт-Петербург,2011-04-05T14:31:11+0400
Специалист первого уровня группы поддержки пользователей,20000.0,30000.0,RUR,Тула,2011-05-13T15:22:12+0400
Менеджер по продажам (интернет реклама),30000.0,100000.0,RUR,Москва,2011-04-27T10:29:10+0400
Директор по маркетингу и PR,100000.0,150000.0,RUR,Москва,2011-06-03T16:21:02+0400
Программист-разработчик (Java Developer),90000.0,120000.0,RUR,Москва,2011-04-05T14:44:12+0400
Инженер по эксплуатации АСКУЭ,45000.0,45000.0,RUR,Москва,2011-07-04T14:21:51+0400
Ведущий инженер по эксплуатации АСКУЭ,55000.0,55000.0,RUR,Москва,2011-04-19T11:42:26+0400
Программист 1С,30000.0,60000.0,RUR,Москва,2011-04-18T16:14:05+0400
Инженер-программист,15000.0,40000.0,RUR,Республика Башкортостан,2011-05-04T12:20:52+0400
Системный администратор,60000.0,80000.0,RUR,Москва,2011-04-05T14:57:44+0400
Менеджер по продажам,13000.0,40000.0,RUR,Уфа,2011-04-05T14:58:26+0400
Специалист технической поддержки,19000.0,23000.0,RUR,Москва,2011-04-05T15:01:24+0400
Региональный представитель (Санкт-Петербург),45000.0,60000.0,RUR,Санкт-Петербург,2011-04-05T15:07:47+0400
Менеджер по работе с клиентами,25000.0,40000.0,RUR,Москва,2011-04-05T15:13:22+0400
Инженер сервисный,10000.0,15000.0,RUR,Ростов-на-Дону,2011-04-05T15:19:20+0400
Perl-разработчик,30000.0,35000.0,RUR,Томск,2011-04-05T15:23:36+0400
Директор интернет-магазина,60000.0,80000.0,RUR,Москва,2011-04-05T15:31:08+0400
Oracle PL/SQL Developer,65000.0,85000.0,RUR,Санкт-Петербург,2011-04-05T15:39:28+0400
Веб-дизайнер,15000.0,25000.0,RUR,Самара,2011-04-05T15:44:54+0400
Руководитель отдела оптимизации (SEO),35000.0,50000.0,RUR,Казань,2011-04-05T15:51:24+0400
Администратор баз данных 1С,30000.0,35000.0,RUR,Москва,2011-04-05T15:57:12+0400
Программист 1С,60000.0,65000.0,RUR,Москва,2011-04-05T15:57:28+0400
Программист 1С,50000.0,50000.0,RUR,Химки,2011-04-05T15:59:41+0400
Специалист 1С (ПП для бюджетных учреждений),60000.0,100000.0,RUR,Москва,2011-06-01T12:53:11+0400
Team Lead (Java),140000.0,160000.0,RUR,Москва,2011-06-20T12:07:40+0400
Программист,40000.0,50000.0,RUR,Москва,2011-04-15T11:54:29+0400
Менеджер - консультант,10000.0,10000.0,RUR,Нижний Новгород,2011-04-05T16:37:31+0400
Менеджер по продажам (Sale manager),35000.0,80000.0,RUR,Москва,2011-04-05T16:44:08+0400
Программист MBS Navision/Главный специалист группы сопровождения ИТ,60000.0,70000.0,RUR,Москва,2011-04-05T16:50:01+0400
Инженер по разработке и сопровождению информационных систем,30000.0,34000.0,RUR,Липецк,2011-04-05T16:50:34+0400
Инженер технической поддержки,25000.0,25000.0,RUR,Санкт-Петербург,2011-04-05T16:58:10+0400
Программист 1С,30000.0,40000.0,RUR,Иваново (Ивановская область),2011-04-05T17:00:14+0400
Системный администратор,18000.0,24000.0,RUR,Казань,2011-04-05T17:06:53+0400
Руководитель проекта (Главный редактор),50000.0,70000.0,RUR,Москва,2011-04-05T19:18:06+0400
Системный администратор,45000.0,55000.0,RUR,Москва,2011-04-25T15:41:33+0400
Presale Engineer,60000.0,100000.0,RUR,Москва,2011-04-05T17:21:05+0400
Ведущий менеджер по работе с клиентами,35000.0,120000.0,RUR,Москва,2011-04-05T17:27:43+0400
HTML/CSS верстальщик,50000.0,70000.0,RUR,Москва,2011-04-05T17:36:25+0400
Системный администратор,35000.0,40000.0,RUR,Санкт-Петербург,2011-04-05T17:44:25+0400
Инженер-программист встраиваемых систем,25000.0,40000.0,RUR,Нижний Новгород,2011-01-12T12:56:49+0300
Менеджер по продажам,25000.0,70000.0,RUR,Москва,2011-01-17T11:21:13+0300
Тестировщик ПО,25000.0,45000.0,RUR,Москва,2011-02-28T10:56:11+0300
Seo-специалист,15000.0,15000.0,RUR,Казань,2011-01-28T11:03:33+0300
IT специалист,21750.0,21750.0,RUR,Казань,2011-01-11T11:08:43+0300
Веб-дизайнер,20000.0,25000.0,RUR,Казань,2011-01-25T19:15:32+0300
Руководитель проекта,60000.0,80000.0,RUR,Москва,2011-02-11T16:43:05+0300
Менеджер по работе с клиентами,35000.0,40000.0,RUR,Москва,2011-01-14T11:28:00+0300
Менеджер по продажам,10000.0,20000.0,RUR,Самара,2011-01-21T09:57:25+0300
Консультант 1С бухгалтерия и зарплата,30000.0,45000.0,RUR,Москва,2011-01-14T18:26:13+0300
Программист 1С8,70000.0,100000.0,RUR,Москва,2011-01-18T11:08:35+0300
Системный администратор,15000.0,20000.0,RUR,Екатеринбург,2011-01-20T12:06:37+0300
Веб-программист,30000.0,60000.0,RUR,Воронежская область,2011-01-19T17:23:17+0300
Специалист технической поддержки (автоэлектроника),16500.0,22000.0,RUR,Ростов-на-Дону,2011-07-26T16:03:06+0400
Преподаватель по направлению Huawei,45000.0,65000.0,RUR,Москва,2011-01-14T10:54:19+0300
Лингвист,35000.0,35000.0,RUR,Москва,2011-02-24T10:50:04+0300
Программист Java,40000.0,50000.0,RUR,Москва,2011-02-04T10:59:41+0300
Директор филиала,60000.0,90000.0,RUR,Липецк,2011-01-11T22:44:36+0300
Системный администратор,25000.0,30000.0,RUR,Москва,2011-01-21T16:50:11+0300
Разработчик ПО,20000.0,45000.0,RUR,Москва,2011-01-12T20:49:25+0300
"Senior/Lead Developer (Java/C++, Android), Санкт-Петербург",60000.0,80000.0,RUR,Санкт-Петербург,2011-01-26T00:55:10+0300
Системный администратор,20000.0,20000.0,RUR,Уфа,2011-01-26T11:13:26+0300
Представитель компании (ДВФО),60000.0,90000.0,RUR,Владивосток,2011-01-24T04:17:38+0300
Системный администратор,25000.0,30000.0,RUR,Сургут,2011-04-28T10:49:24+0400
Тестировщик,16500.0,25000.0,RUR,Ростов-на-Дону,2011-02-10T09:36:59+0300
Вирусный аналитик,30000.0,45000.0,RUR,Санкт-Петербург,2011-03-25T10:32:47+0300
Системный администратор по филиалам,18000.0,28000.0,RUR,Ростов-на-Дону,2011-02-15T08:55:52+0300
Системный администратор (ССО),21000.0,25000.0,RUR,Санкт-Петербург,2011-02-17T11:01:26+0300
Начальник производственного участка,30000.0,35000.0,RUR,Подольск (Московская область),2011-01-13T13:51:37+0300
Программист 1С,30000.0,40000.0,RUR,Санкт-Петербург,2011-01-24T13:39:50+0300
Специалист по внедрению Microsoft Dynamics AX (Axapta) блок Логистика,80000.0,120000.0,RUR,Москва,2011-06-24T09:59:43+0400
Специалист по техническому сопровождению клиентов,20000.0,27000.0,RUR,Москва,2011-01-31T23:35:01+0300
Специалист по продажам,70000.0,70000.0,RUR,Москва,2011-01-25T13:19:47+0300
Менеджер в отдел тендерных продаж,40000.0,150000.0,RUR,Москва,2011-01-24T11:26:43+0300
Советник Генерального директора по информационным технологиям,100000.0,100000.0,RUR,Москва,2011-03-28T09:24:47+0400
Системный администратор,15000.0,35000.0,RUR,Зеленоград,2011-01-25T11:15:13+0300
JavaScript программист,20000.0,35000.0,RUR,Новосибирск,2011-01-23T09:53:30+0300
Администратор 1С,50000.0,50000.0,RUR,Москва,2011-01-25T14:51:58+0300
Программист PHP,25000.0,30000.0,RUR,Тверь,2011-01-18T14:04:20+0300
Помощник менеджера по продаже систем видеонаблюдения,20000.0,40000.0,RUR,Москва,2011-01-19T17:00:07+0300
Solution Consultant (mpp cистем),130000.0,200000.0,RUR,Москва,2011-05-23T10:01:23+0400
"Account Executive (CRM, BI, DWH)",150000.0,300000.0,RUR,Москва,2011-05-16T10:44:37+0400
Разработчик AutoCAD,35000.0,55000.0,RUR,Санкт-Петербург,2011-01-07T09:48:40+0300
Разработчик ASP.Net MVC,60000.0,80000.0,RUR,Москва,2011-02-07T10:27:05+0300
Инженер-программист,30000.0,70000.0,RUR,Санкт-Петербург,2011-01-26T12:34:02+0300
Специалист по внедрению 1С,20000.0,80000.0,RUR,Казань,2011-01-24T09:37:49+0300
Программист 1С,20000.0,80000.0,RUR,Казань,2011-01-26T12:01:04+0300
SAP Project Manager/Менеджер по интеграции SAP Logistics,150000.0,200000.0,RUR,Москва,2011-01-24T12:01:35+0300
Разработчик Java EE (WEB),50000.0,85000.0,RUR,Санкт-Петербург,2011-01-11T16:52:40+0300
Программист Web-портала,50000.0,70000.0,RUR,Москва,2011-01-24T19:04:28+0300
Системный администратор,40000.0,60000.0,RUR,Москва,2011-01-27T11:47:51+0300
Инженер службы технической поддержки,25000.0,30000.0,RUR,Москва,2011-02-24T16:19:27+0300
Программист-разработчик,40000.0,50000.0,RUR,Москва,2011-01-22T13:48:37+0300
Менеджер по продажам / работе с клиентами,30000.0,45000.0,RUR,Москва,2011-01-17T20:41:55+0300
Руководитель отдела SEO,30000.0,80000.0,RUR,Санкт-Петербург,2011-01-25T16:53:45+0300
"Web-программист (C#, asp .net)",55000.0,70000.0,RUR,Санкт-Петербург,2011-01-21T19:27:38+0300
SEO специалист,20000.0,35000.0,RUR,Тула,2011-02-17T20:20:46+0300
Специалист по работе с клиентами,15000.0,17000.0,RUR,Нижний Новгород,2011-02-16T09:41:41+0300
Менеджер по продажам услуг юридическим лицам,20000.0,30000.0,RUR,Нижний Новгород,2011-01-11T08:40:07+0300
Специалист технической поддержки,7000.0,11000.0,RUR,Санкт-Петербург,2011-01-17T12:12:00+0300
Системный программист,30000.0,40000.0,RUR,Томск,2011-01-27T08:46:53+0300
Руководитель интернет-магазина,40000.0,90000.0,RUR,Москва,2011-01-12T11:46:41+0300
Руководитель проектов ИТ,110000.0,120000.0,RUR,Москва,2011-01-19T16:54:41+0300
Специалист по внедрению и сопровождению ПО,15000.0,30000.0,RUR,Ростов-на-Дону,2011-03-14T09:26:26+0300
Специалист центра обслуживания клиентов,9000.0,13000.0,RUR,Волжский(Волгоградская область),2011-02-08T12:04:00+0300
Программист 1С,80000.0,90000.0,RUR,Москва,2011-01-26T09:28:26+0300
Разработчик С# (Москва),60000.0,85000.0,RUR,Москва,2011-01-27T11:29:21+0300
HTML-верстальщик,20000.0,22200.0,RUR,Москва,2011-02-03T17:30:12+0300
Системный администратор,45000.0,45000.0,RUR,Москва,2011-01-27T13:02:43+0300
1С программист,25000.0,100000.0,RUR,Москва,2011-01-26T19:36:23+0300
Инженер по IP-телефонии,45000.0,45000.0,RUR,Пермь,2011-01-19T16:10:07+0300
Программист C++,20000.0,25000.0,RUR,Воронеж,2011-01-12T17:34:42+0300
Системный администратор (Night Shift),60000.0,90000.0,RUR,Москва,2011-02-01T13:15:45+0300
Системный администратор,15000.0,20000.0,RUR,Краснодар,2011-01-26T13:50:11+0300
Менеджер проектов 1С,60000.0,90000.0,RUR,Санкт-Петербург,2011-01-11T12:38:18+0300
Software test engineer,40000.0,60000.0,RUR,Санкт-Петербург,2011-01-20T11:50:18+0300
QA Engineer,40000.0,60000.0,RUR,Санкт-Петербург,2011-01-20T11:47:35+0300
Специалист клиентской поддержки,25000.0,35000.0,RUR,Москва,2011-01-20T11:40:05+0300
Телемаркетолог,15000.0,35000.0,RUR,Воронеж,2011-03-16T10:35:42+0300
Программист 1С,60000.0,75000.0,RUR,Санкт-Петербург,2011-02-15T16:46:14+0300
Системный администратор,40000.0,50000.0,RUR,Москва,2011-01-08T12:47:56+0300
Начальник технического отдела Службы безопасности,30000.0,30000.0,RUR,Нижний Новгород,2011-01-27T09:14:26+0300
Руководитель проектов SAP ( HR),140000.0,200000.0,RUR,Москва,2011-01-11T14:44:45+0300
WEB дизайнер,30000.0,40000.0,RUR,Москва,2011-03-11T17:43:21+0300
Менеджер по продажам,15000.0,25000.0,RUR,Кострома,2011-02-25T16:28:39+0300
Программист 1С,25000.0,35000.0,RUR,Вологда,2011-02-25T16:32:33+0300
Менеджер коммерческого отдела,20000.0,70000.0,RUR,Нижний Новгород,2011-02-25T16:41:09+0300
Программист 1С,25000.0,25000.0,RUR,Ростов-на-Дону,2011-02-25T16:46:12+0300
Программист С++,20000.0,35000.0,RUR,Нижний Новгород,2011-02-25T17:03:51+0300
Гейм-дизайнер,20000.0,35000.0,RUR,Нижний Новгород,2011-02-25T17:06:13+0300
Менеджер по продажам 1С,15000.0,30000.0,RUR,Новосибирск,2011-03-08T22:03:43+0300
Инженер сервисной службы,30000.0,50000.0,RUR,Москва,2011-02-25T17:11:50+0300
Инженер по внедрению систем электронного документооборота,25000.0,45000.0,RUR,Санкт-Петербург,2011-02-25T17:11:55+0300
Младший IT специалист со знанием английского языка,30000.0,35000.0,RUR,Москва,2011-02-25T17:15:02+0300
Аналитик,35000.0,40000.0,RUR,Москва,2011-05-27T09:38:41+0400
Проект-менеджер производственно-технического отдела,15000.0,25000.0,RUR,Волгоград,2011-03-09T14:42:08+0300
Инженер-проектировщик,45000.0,45000.0,RUR,Москва,2011-02-25T17:52:14+0300
SEO-специалист,20000.0,60000.0,RUR,Санкт-Петербург,2011-02-25T17:57:34+0300
Linux администратор,30000.0,80000.0,RUR,Санкт-Петербург,2011-02-25T18:07:47+0300
Разработчик встроенных систем (Embedded developer) для Linux,50000.0,70000.0,RUR,Москва,2011-02-25T18:14:05+0300
Senior ASP.Net Developer,100000.0,150000.0,RUR,Москва,2011-03-21T17:34:10+0300
Программист Lua,28000.0,35000.0,RUR,Москва,2011-02-25T18:24:20+0300
Специалист линии консультаций (1С),25000.0,55000.0,RUR,Москва,2011-03-03T11:46:22+0300
Ассистент отдела логистики (курьерской службы) интернет-магазина,25000.0,40000.0,RUR,Москва,2011-02-25T18:34:14+0300
Старший разработчик Oracle,110000.0,130000.0,RUR,Москва,2011-02-25T18:45:22+0300
Разработчик Java,110000.0,130000.0,RUR,Москва,2011-02-25T18:50:13+0300
Руководитель по разработке ПО,100000.0,140000.0,RUR,Москва,2011-04-05T11:39:04+0400
Специалист технической поддержки,26000.0,26000.0,RUR,Москва,2011-03-14T12:10:36+0300
Бизнес-аналитик Департамента бизнес-архитектуры,110000.0,130000.0,RUR,Москва,2011-02-25T19:03:22+0300
Администратор хранилища данных,30000.0,45000.0,RUR,Москва,2011-02-25T19:08:38+0300
Начальник отдела продаж,20000.0,40000.0,RUR,Воронеж,2011-02-25T19:22:18+0300
